cd_Ugestora;dt_Ano;de_Ugestora;ELEITO;class;n.dispensas
201101;2009;LAGOA;MAGNO DEMYS DE OLIVEIRA BORGES;Julgados;3
201101;2009;LAGOA;MAGNO DEMYS DE OLIVEIRA BORGES;Julgados;3
201101;2013;LAGOA;MAGNO DEMYS DE OLIVEIRA BORGES;Julgados;14
201101;2013;LAGOA;MAGNO DEMYS DE OLIVEIRA BORGES;Julgados;14
201101;2013;LAGOA;MAGNO DEMYS DE OLIVEIRA BORGES;Julgados;14
201101;2013;LAGOA;MAGNO DEMYS DE OLIVEIRA BORGES;Julgados;14
201102;2009;LAGOA DE DENTRO;SUELI MADRUGA FREIRE;Julgados;8
201102;2009;LAGOA DE DENTRO;SUELI MADRUGA FREIRE;Julgados;8
201102;2013;LAGOA DE DENTRO;FABIANO PEDRO DA SILVA;NÃo julgados;47
201103;2009;LAGOA SECA;EDVARDO HERCULANO DE LIMA;Julgados;5
201103;2009;LAGOA SECA;EDVARDO HERCULANO DE LIMA;Julgados;5
201103;2013;LAGOA SECA;JOSE TADEU SALES DE LUNA;NÃo julgados;26
201104;2009;LASTRO;JOSE VIVALDO DINIZ;Julgados;13
201104;2013;LASTRO;WILMESON EMMANUEL MENDES SARMENTO;Julgados;17
201104;2013;LASTRO;WILMESON EMMANUEL MENDES SARMENTO;Julgados;17
201105;2009;LIVRAMENTO;JARBAS CORREIA BEZERRA;Julgados;2
201105;2009;LIVRAMENTO;JARBAS CORREIA BEZERRA;Julgados;2
201105;2009;LIVRAMENTO;JARBAS CORREIA BEZERRA;Julgados;2
201105;2009;LIVRAMENTO;JARBAS CORREIA BEZERRA;Julgados;2
201105;2013;LIVRAMENTO;CARMELITA ESTEVAO VENTURA SOUSA;Julgados;22
201105;2013;LIVRAMENTO;CARMELITA ESTEVAO VENTURA SOUSA;Julgados;22
201106;2009;LOGRADOURO;HUMBERTO LUIS LISBOA ALVES;NÃo julgados;76
201106;2013;LOGRADOURO;CELIA MARIA DE QUEIROZ CARVALHO;NÃo julgados;58
201107;2013;LUCENA;MARCELO SALES DE MENDONCA;NÃo julgados;2
201109;2013;MALTA;MANOEL BENEDITO DE LUCENA FILHO;Julgados;30
201109;2013;MALTA;MANOEL BENEDITO DE LUCENA FILHO;Julgados;30
201110;2013;MAMANGUAPE;EDUARDO CARNEIRO DE BRITO;NÃo julgados;42
201113;2013;MARI;MARCOS AURELIO MARTINS DE PAIVA;NÃo julgados;34
201115;2013;MASSARANDUBA;JOANA DARC QUEIROGA MENDONCA COUTINHO;Julgados;31
201115;2013;MASSARANDUBA;JOANA DARC QUEIROGA MENDONCA COUTINHO;Julgados;31
201116;2013;MATARACA;OLIMPIO DE ALENCAR ARAUJO BEZERRA;NÃo julgados;4
201117;2013;MATINHAS;MARIA DE FATIMA SILVA;Julgados;3
201117;2013;MATINHAS;MARIA DE FATIMA SILVA;Julgados;3
201118;2013;MATO GROSSO;RAELLYSON RODRIGO OLIVEIRA MONTEIRO;NÃo julgados;1
201120;2013;MOGEIRO;ANTONIO JOSE FERREIRA;Julgados;2
201120;2013;MOGEIRO;ANTONIO JOSE FERREIRA;Julgados;2
201121;2013;MONTADAS;JAIRO HERCULANO DE MELO;NÃo julgados;24
201122;2013;MONTE HOREBE;CLAUDIA APARECIDA DIAS;NÃo julgados;9
201123;2013;MONTEIRO;EDNACE ALVES SILVESTRE HENRIQUE;NÃo julgados;22
201124;2013;MULUNGU;JOANA DARC RODRIGUES BANDEIRA FERRAZ;NÃo julgados;8
201125;2009;NATUBA;JOSEVALDO ALVES DA SILVA;NÃo julgados;0
201125;2013;NATUBA;JOSE LINS DA SILVA FILHO;NÃo julgados;21
201126;2009;NAZAREZINHO;FRANCISCO ASSIS BRAGA JUNIOR;Julgados;22
201126;2009;NAZAREZINHO;FRANCISCO ASSIS BRAGA JUNIOR;Julgados;22
201126;2009;NAZAREZINHO;FRANCISCO ASSIS BRAGA JUNIOR;Julgados;22
201126;2013;NAZAREZINHO;SALVAN MENDES PEDROZA;Julgados;54
201126;2013;NAZAREZINHO;SALVAN MENDES PEDROZA;Julgados;54
201127;2009;NOVA FLORESTA;JOAO  ELIAS DA SILVEIRA NETO AZEVEDO;Julgados;11
201127;2009;NOVA FLORESTA;JOAO  ELIAS DA SILVEIRA NETO AZEVEDO;Julgados;11
201127;2013;NOVA FLORESTA;JOAO ELIAS DA SILVEIRA NETO AZEVEDO;NÃo julgados;28
201128;2009;NOVA OLINDA;MARIA DO CARMO SILVA;Julgados;5
201128;2009;NOVA OLINDA;MARIA DO CARMO SILVA;Julgados;5
201128;2009;NOVA OLINDA;MARIA GALDINO IRMA;Julgados;5
201128;2009;NOVA OLINDA;MARIA DO CARMO SILVA;Julgados;5
201128;2009;NOVA OLINDA;MARIA GALDINO IRMA;Julgados;5
201128;2009;NOVA OLINDA;MARIA DO CARMO SILVA;Julgados;5
201128;2009;NOVA OLINDA;MARIA GALDINO IRMA;Julgados;5
201128;2009;NOVA OLINDA;MARIA GALDINO IRMA;Julgados;5
201128;2009;NOVA OLINDA;MARIA GALDINO IRMA;Julgados;5
201128;2009;NOVA OLINDA;MARIA DO CARMO SILVA;Julgados;5
201129;2009;NOVA PALMEIRA;JOSE PETRONILO DE ARAUJO;Julgados;5
201129;2009;NOVA PALMEIRA;JOSE PETRONILO DE ARAUJO;Julgados;5
201129;2009;NOVA PALMEIRA;JOSE PETRONILO DE ARAUJO;Julgados;5
201129;2009;NOVA PALMEIRA;JOSE PETRONILO DE ARAUJO;Julgados;5
201129;2009;NOVA PALMEIRA;JOSE PETRONILO DE ARAUJO;Julgados;5
201129;2009;NOVA PALMEIRA;JOSE PETRONILO DE ARAUJO;Julgados;5
201129;2009;NOVA PALMEIRA;JOSE PETRONILO DE ARAUJO;Julgados;5
201129;2009;NOVA PALMEIRA;JOSE PETRONILO DE ARAUJO;Julgados;5
201129;2009;NOVA PALMEIRA;JOSE PETRONILO DE ARAUJO;Julgados;5
201129;2013;NOVA PALMEIRA;JOSE FELIX DE LIMA FILHO;NÃo julgados;10
201130;2009;OLHO D'ÁGUA;FRANCISCO DE ASSIS CARVALHO;NÃo julgados;2
201130;2013;OLHO D'ÁGUA;FRANCISCO DE ASSIS CARVALHO;NÃo julgados;6
201131;2009;OLIVEDOS;JOSIMAR GONCALVES COSTA;NÃo julgados;10
201131;2013;OLIVEDOS;GRIGORIO DE ALMEIDA SOUTO;NÃo julgados;10
201132;2009;OURO VELHO;INACIO AMARO DOS SANTOS FILHO;Julgados;40
201132;2009;OURO VELHO;INACIO AMARO DOS SANTOS FILHO;Julgados;40
201132;2013;OURO VELHO;NATALIA CARNEIRO NUNES DE LIRA;Julgados;9
201132;2013;OURO VELHO;NATALIA CARNEIRO NUNES DE LIRA;Julgados;9
201133;2009;PARARI;SOLANGE AIRES CALUETE GUIMARAES;NÃo julgados;0
201133;2013;PARARI;JOSE JOSEMAR FERREIRA DE SOUZA;NÃo julgados;11
201134;2009;PASSAGEM;AGAMENON BALDUINO DA NOBREGA;NÃo julgados;4
201134;2013;PASSAGEM;MAGNO SILVA MARTINS;NÃo julgados;21
201135;2009;PATOS;NABOR WANDERLEY DA NOBREGA FILHO;NÃo julgados;574
201135;2013;PATOS;FRANCISCA GOMES ARAUJO MOTTA;NÃo julgados;99
201136;2009;PAULISTA;SEVERINO PEREIRA DANTAS;Julgados;5
201136;2009;PAULISTA;SEVERINO PEREIRA DANTAS;Julgados;5
201136;2009;PAULISTA;SEVERINO PEREIRA DANTAS;Julgados;5
201136;2013;PAULISTA;SEVERINO PEREIRA DANTAS;Julgados;30
201136;2013;PAULISTA;SEVERINO PEREIRA DANTAS;Julgados;30
201136;2013;PAULISTA;SEVERINO PEREIRA DANTAS;Julgados;30
201136;2013;PAULISTA;SEVERINO PEREIRA DANTAS;Julgados;30
201137;2009;PEDRA BRANCA;JOSE DE ANCHIETA NOIA;NÃo julgados;0
201137;2013;PEDRA BRANCA;JOSE DE ANCHIETA NOIA;NÃo julgados;9
201138;2009;PEDRA LAVRADA;JOSE ANTONIO VASCONCELOS DA COSTA;Julgados;1
201138;2009;PEDRA LAVRADA;JOSE ANTONIO VASCONCELOS DA COSTA;Julgados;1
201138;2009;PEDRA LAVRADA;JOSE ANTONIO VASCONCELOS DA COSTA;Julgados;1
201138;2009;PEDRA LAVRADA;JOSE ANTONIO VASCONCELOS DA COSTA;Julgados;1
201138;2009;PEDRA LAVRADA;JOSE ANTONIO VASCONCELOS DA COSTA;Julgados;1
201138;2009;PEDRA LAVRADA;JOSE ANTONIO VASCONCELOS DA COSTA;Julgados;1
201138;2013;PEDRA LAVRADA;ROBERTO JOSE VASCONCELOS CORDEIRO;Julgados;56
201138;2013;PEDRA LAVRADA;ROBERTO JOSE VASCONCELOS CORDEIRO;Julgados;56
201139;2009;PEDRAS DE FOGO;MARIA CLARICE RIBEIRO BORBA;Julgados;92
201139;2009;PEDRAS DE FOGO;MARIA CLARICE RIBEIRO BORBA;Julgados;92
201139;2009;PEDRAS DE FOGO;MARIA CLARICE RIBEIRO BORBA;Julgados;92
201139;2013;PEDRAS DE FOGO;DERIVALDO ROMAO DOS SANTOS;NÃo julgados;38
201143;2009;PILAR;VIRGINIA MARIA PEIXOTO VELLOSO BORGES;Julgados;9
201143;2009;PILAR;VIRGINIA MARIA PEIXOTO VELLOSO BORGES;Julgados;9
201146;2009;PIRPIRITUBA;RINALDO DE LUCENA GUEDES;Julgados;0
201146;2009;PIRPIRITUBA;RINALDO DE LUCENA GUEDES;Julgados;0
201146;2009;PIRPIRITUBA;RINALDO DE LUCENA GUEDES;Julgados;0
201147;2009;PITIMBU;JOSE ROMULO CARNEIRO DE ALBUQUERQUE;Julgados;2
201147;2009;PITIMBU;JOSE ROMULO CARNEIRO DE ALBUQUERQUE;Julgados;2
201147;2009;PITIMBU;JOSE ROMULO CARNEIRO DE ALBUQUERQUE;Julgados;2
201147;2009;PITIMBU;JOSE ROMULO CARNEIRO DE ALBUQUERQUE;Julgados;2
201147;2009;PITIMBU;JOSE ROMULO CARNEIRO DE ALBUQUERQUE;Julgados;2
201147;2009;PITIMBU;JOSE ROMULO CARNEIRO DE ALBUQUERQUE;Julgados;2
201147;2013;PITIMBU;LEONARDO JOSE BARBALHO CARNEIRO;Julgados;2
201147;2013;PITIMBU;LEONARDO JOSE BARBALHO CARNEIRO;Julgados;2
201147;2013;PITIMBU;LEONARDO JOSE BARBALHO CARNEIRO;Julgados;2
201147;2013;PITIMBU;LEONARDO JOSE BARBALHO CARNEIRO;Julgados;2
201147;2013;PITIMBU;LEONARDO JOSE BARBALHO CARNEIRO;Julgados;2
201148;2009;POCINHOS;ARTHUR BOMFIM GALDINO DE ARAUJO;Julgados;2
201148;2009;POCINHOS;ARTHUR BOMFIM GALDINO DE ARAUJO;Julgados;2
201148;2013;POCINHOS;CLAUDIO CHAVES COSTA;NÃo julgados;23
201151;2009;POMBAL;YASNAYA POLLYANNA DANTAS WERTON;Julgados;132
201151;2013;POMBAL;YASNAIA POLLYANNA WERTON DUTRA;NÃo julgados;170
201152;2009;PRATA;MARCEL NUNES DE FARIAS;NÃo julgados;1
201152;2013;PRATA;ANTONIO COSTA NOBREGA JUNIOR;NÃo julgados;17
201153;2009;PRINCESA ISABEL;THIAGO PEREIRA DE SOUSA SOARES;Julgados;3
201153;2009;PRINCESA ISABEL;THIAGO PEREIRA DE SOUSA SOARES;Julgados;3
201153;2009;PRINCESA ISABEL;THIAGO PEREIRA DE SOUSA SOARES;Julgados;3
201153;2009;PRINCESA ISABEL;THIAGO PEREIRA DE SOUSA SOARES;Julgados;3
201153;2009;PRINCESA ISABEL;THIAGO PEREIRA DE SOUSA SOARES;Julgados;3
201153;2013;PRINCESA ISABEL;DOMINGOS SAVIO MAXIMIANO ROBERTO;Julgados;27
201153;2013;PRINCESA ISABEL;DOMINGOS SAVIO MAXIMIANO ROBERTO;Julgados;27
201155;2009;QUEIMADAS;JOSE CARLOS DE SOUSA REGO;Julgados;85
201155;2009;QUEIMADAS;JOSE CARLOS DE SOUSA REGO;Julgados;85
201155;2009;QUEIMADAS;JOSE CARLOS DE SOUSA REGO;Julgados;85
201155;2013;QUEIMADAS;JACO MOREIRA MACIEL;NÃo julgados;15
201162;2009;RIACHO DOS CAVALOS;SEBASTIAO PEREIRA PRIMO;Julgados;65
201162;2009;RIACHO DOS CAVALOS;SEBASTIAO PEREIRA PRIMO;Julgados;65
201162;2009;RIACHO DOS CAVALOS;SEBASTIAO PEREIRA PRIMO;Julgados;65
201162;2013;RIACHO DOS CAVALOS;JOAQUIM HUGO VIEIRA CARNEIRO;Julgados;32
201162;2013;RIACHO DOS CAVALOS;JOAQUIM HUGO VIEIRA CARNEIRO;Julgados;32
201162;2013;RIACHO DOS CAVALOS;JOAQUIM HUGO VIEIRA CARNEIRO;Julgados;32
201162;2013;RIACHO DOS CAVALOS;JOAQUIM HUGO VIEIRA CARNEIRO;Julgados;32
201163;2009;RIO TINTO;MAGNA CELI FERNANDES GERBASI;NÃo julgados;36
201163;2013;RIO TINTO;SEVERINA FERREIRA ALVES;NÃo julgados;8
201164;2009;SALGADINHO;DEBORA CRISTIANE FARIAS MORAIS;NÃo julgados;0
201164;2013;SALGADINHO;DEBORA CRISTIANE FARIAS MORAIS;NÃo julgados;12
201167;2009;SANTA CRUZ;RAIMUNDO ANTUNES BATISTA;Julgados;14
201168;2009;SANTA HELENA;ELAIR DINIZ BRASILEIRO;NÃo julgados;2
201168;2013;SANTA HELENA;EMMANUEL FELIPE LUCENA MESSIAS;NÃo julgados;5
201170;2009;SANTA LUZIA;JOSE ADEMIR PEREIRA DE MORAIS;NÃo julgados;85
201170;2013;SANTA LUZIA;JOSE ADEMIR PEREIRA DE MORAIS;NÃo julgados;61
201171;2009;SANTA RITA;MARCUS ODILON RIBEIRO COUTINHO;Julgados;2
201171;2009;SANTA RITA;MARCUS ODILON RIBEIRO COUTINHO;Julgados;2
201171;2009;SANTA RITA;MARCUS ODILON RIBEIRO COUTINHO;Julgados;2
201171;2013;SANTA RITA;REGINALDO PEREIRA DA COSTA;Julgados;144
201171;2013;SANTA RITA;REGINALDO PEREIRA DA COSTA;Julgados;144
201172;2009;SANTA TERESINHA;DAVI CORDEIRO DE OLIVEIRA;NÃo julgados;10
201172;2013;SANTA TERESINHA;JOSE DE ARIMATEIA NUNES CAMBOIM;NÃo julgados;16
201173;2009;SANTANA DE MANGUEIRA;TANIA MANGUEIRA NITAO INACIO;Julgados;11
201173;2009;SANTANA DE MANGUEIRA;TANIA MANGUEIRA NITAO INACIO;Julgados;11
201173;2013;SANTANA DE MANGUEIRA;TANIA MANGUEIRA NITAO INACIO;Julgados;6
201173;2013;SANTANA DE MANGUEIRA;TANIA MANGUEIRA NITAO INACIO;Julgados;6
201173;2013;SANTANA DE MANGUEIRA;TANIA MANGUEIRA NITAO INACIO;Julgados;6
201173;2013;SANTANA DE MANGUEIRA;TANIA MANGUEIRA NITAO INACIO;Julgados;6
201174;2009;SANTANA DOS GARROTES;JOSE ALENCAR LIMA;Julgados;2
201174;2009;SANTANA DOS GARROTES;JOSE ALENCAR LIMA;Julgados;2
201174;2013;SANTANA DOS GARROTES;ELIO RIBEIRO DE MORAIS;Julgados;45
201174;2013;SANTANA DOS GARROTES;ELIO RIBEIRO DE MORAIS;Julgados;45
201175;2013;JOCA CLAUDINO;LUCRECIA ADRIANA DE ANDRADE BARBOSA DANTAS;Julgados;5
201175;2013;JOCA CLAUDINO;LUCRECIA ADRIANA DE ANDRADE BARBOSA DANTAS;Julgados;5
201175;2013;JOCA CLAUDINO;LUCRECIA ADRIANA DE ANDRADE BARBOSA DANTAS;Julgados;5
201175;2013;JOCA CLAUDINO;LUCRECIA ADRIANA DE ANDRADE BARBOSA DANTAS;Julgados;5
201201;2009;SERRA BRANCA;EDUARDO JOSE TORREAO MOTA;Julgados;0
201201;2009;SERRA BRANCA;EDUARDO JOSE TORREAO MOTA;Julgados;0
201201;2009;SERRA BRANCA;EDUARDO JOSE TORREAO MOTA;Julgados;0
201201;2009;SERRA BRANCA;EDUARDO JOSE TORREAO MOTA;Julgados;0
201202;2009;SERRA DA RAIZ;LUIZ GONZAGA BEZERRA DUARTE;Julgados;5
201202;2009;SERRA DA RAIZ;LUIZ GONZAGA BEZERRA DUARTE;Julgados;5
201202;2013;SERRA DA RAIZ;ADAILMA FERNANDES DA SILVA;NÃo julgados;8
201203;2009;SERRA GRANDE;JOAO BOSCO CAVALCANTE;Julgados;3
201203;2009;SERRA GRANDE;JOAO BOSCO CAVALCANTE;Julgados;3
201203;2009;SERRA GRANDE;JOAO BOSCO CAVALCANTE;Julgados;3
201203;2009;SERRA GRANDE;JOAO BOSCO CAVALCANTE;Julgados;3
201203;2009;SERRA GRANDE;JOAO BOSCO CAVALCANTE;Julgados;3
201203;2009;SERRA GRANDE;JOAO BOSCO CAVALCANTE;Julgados;3
201203;2013;SERRA GRANDE;JAIRO HALLEY DE MOURA CRUZ;Julgados;19
201203;2013;SERRA GRANDE;JAIRO HALLEY DE MOURA CRUZ;Julgados;19
201203;2013;SERRA GRANDE;JAIRO HALLEY DE MOURA CRUZ;Julgados;19
201203;2013;SERRA GRANDE;JAIRO HALLEY DE MOURA CRUZ;Julgados;19
201204;2009;SERRA REDONDA;MANOEL MARCELO DE ANDRADE;Julgados;0
201204;2009;SERRA REDONDA;MANOEL MARCELO DE ANDRADE;Julgados;0
201204;2009;SERRA REDONDA;MANOEL MARCELO DE ANDRADE;Julgados;0
201205;2009;SERRARIA;SEVERINO FERREIRA DA SILVA;NÃo julgados;0
201205;2013;SERRARIA;SEVERINO FERREIRA DA SILVA;NÃo julgados;0
201207;2009;SOBRADO;CELIA MARIA DE OLIVEIRA MELO;NÃo julgados;0
201207;2013;SOBRADO;GEORGE JOSE PORCIUNCULA PEREIRA COELHO;NÃo julgados;10
201209;2009;SOLEDADE;JOSE IVANILDO BARROS GOUVEIA;Julgados;1
201209;2009;SOLEDADE;JOSE IVANILDO BARROS GOUVEIA;Julgados;1
201209;2009;SOLEDADE;JOSE IVANILDO BARROS GOUVEIA;Julgados;1
201209;2009;SOLEDADE;JOSE IVANILDO BARROS GOUVEIA;Julgados;1
201209;2009;SOLEDADE;JOSE IVANILDO BARROS GOUVEIA;Julgados;1
201209;2009;SOLEDADE;JOSE IVANILDO BARROS GOUVEIA;Julgados;1
201209;2009;SOLEDADE;JOSE IVANILDO BARROS GOUVEIA;Julgados;1
201209;2009;SOLEDADE;JOSE IVANILDO BARROS GOUVEIA;Julgados;1
201209;2013;SOLEDADE;JOSE BENTO LEITE DO NASCIMENTO;NÃo julgados;17
201209;2013;SOLEDADE;FLAVIO AURELIANO DA SILVA NETO;NÃo julgados;17
201211;2009;SOUSA;FABIO TYRONE BRAGA DE OLIVEIRA;NÃo julgados;260
201211;2013;SOUSA;ANDRE AVELINO DE PAIVA GADELHA NETO;NÃo julgados;112
201214;2009;TAVARES;JOSE SEVERIANO DE PAULO BEZERRA DA SILVA;Julgados;22
201214;2013;TAVARES;AILTON NIXON SUASSUNA PORTO;NÃo julgados;6
201215;2009;TEIXEIRA;WENCESLAU SOUZA MARQUES;Julgados;78
201215;2013;TEIXEIRA;EDMILSON ALVES DOS REIS;NÃo julgados;64
201217;2009;TRIUNFO;ITAMAR MANGUEIRA DE SOUSA;Julgados;2
201217;2009;TRIUNFO;ITAMAR MANGUEIRA DE SOUSA;Julgados;2
201217;2013;TRIUNFO;DAMISIO MANGUEIRA DA SILVA;NÃo julgados;23
201219;2009;UMBUZEIRO;ANTONIO FERNANDES DE LIMA;Julgados;0
201219;2009;UMBUZEIRO;ANTONIO FERNANDES DE LIMA;Julgados;0
201219;2009;UMBUZEIRO;ANTONIO FERNANDES DE LIMA;Julgados;0
201219;2013;UMBUZEIRO;THIAGO PESSOA CAMELO;Julgados;58
201219;2013;UMBUZEIRO;THIAGO PESSOA CAMELO;Julgados;58
201222;2009;VISTA SERRANA;JURANDY ARAUJO DA SILVA;NÃo julgados;6
201222;2013;VISTA SERRANA;JURANDY ARAUJO DA SILVA;NÃo julgados;11
